,online_order,book_table,cuisines,approx_cost(for two people),listed_in(type),type,rate
46298,1,0,17,500.0,2,8,3.5
17899,1,0,17,800.0,2,4,3.9
44958,1,0,17,500.0,2,9,3.1
26680,1,0,0,200.0,2,9,3.7
10698,1,0,6,300.0,4,8,3.3
44368,1,0,16,600.0,2,8,3.0
41658,1,0,17,600.0,4,4,3.5
50143,1,0,17,300.0,2,6,3.3
3483,0,0,17,850.0,4,3,4.1
7680,1,0,17,200.0,3,7,3.4
24408,1,0,4,300.0,2,8,3.2
40992,1,0,14,250.0,2,8,3.9
42245,1,0,17,800.0,1,10,3.9
8970,1,0,20,300.0,2,8,3.7
7098,1,0,17,400.0,2,8,3.3
1849,1,0,13,400.0,3,10,3.5
48851,1,0,14,1200.0,0,4,4.0
13084,1,0,17,700.0,4,4,3.9
12445,1,0,17,250.0,3,8,3.5
20794,0,0,17,300.0,2,8,3.8
21917,1,0,14,200.0,2,9,3.4
40503,1,1,17,1400.0,0,10,4.6
21926,1,0,17,400.0,2,8,3.4
41771,1,0,17,200.0,4,8,3.5
26715,1,0,17,400.0,2,9,3.3
40596,1,0,17,300.0,2,6,3.6
28539,1,0,17,600.0,4,3,4.1
17050,1,0,17,600.0,4,4,3.9
35152,1,0,17,300.0,2,8,3.9
44917,1,0,17,800.0,2,4,4.1
28573,1,0,3,550.0,4,3,3.7
40660,1,0,17,600.0,2,4,3.2
27077,1,0,17,700.0,2,4,3.8
4994,0,1,17,1000.0,0,5,4.2
50316,1,0,1,400.0,2,0,3.7
6903,1,0,14,400.0,2,8,2.7
2224,0,0,17,250.0,4,8,3.1
28523,1,0,17,700.0,4,4,3.6
25822,1,0,17,300.0,2,8,3.2
26885,1,0,10,250.0,2,8,4.1
1188,1,0,15,500.0,2,4,3.9
51396,1,0,17,300.0,4,8,3.2
32427,1,0,17,400.0,2,6,3.3
51249,0,0,17,700.0,4,3,3.9
4706,1,0,14,300.0,4,8,3.2
44762,1,0,17,650.0,1,3,4.1
20574,1,0,17,500.0,2,6,3.4
29631,1,0,17,300.0,2,8,3.1
19614,1,0,17,150.0,2,9,3.5
51192,0,0,17,800.0,4,4,3.6
39165,1,0,17,400.0,4,4,3.8
3735,0,0,17,1100.0,5,10,2.7
17884,1,0,17,650.0,2,8,4.3
18553,0,0,0,200.0,3,9,3.9
39238,0,0,20,300.0,4,8,3.2
31971,1,0,17,200.0,4,8,3.4
23976,1,0,17,550.0,2,10,4.0
2607,1,0,17,500.0,2,8,4.1
41145,1,0,14,350.0,2,8,3.7
16807,1,0,17,700.0,2,4,4.2
368,1,0,10,200.0,2,8,3.6
23599,1,0,17,650.0,4,4,3.9
26823,1,0,17,200.0,2,2,3.9
43854,0,1,17,1000.0,5,5,4.4
18801,1,0,17,550.0,4,4,3.6
9396,1,0,15,550.0,2,4,3.1
51282,0,0,14,600.0,4,4,3.4
35107,1,0,17,500.0,2,3,4.4
5632,1,0,15,550.0,2,4,3.7
19292,1,0,15,750.0,5,5,3.8
33510,0,0,17,300.0,2,6,3.7
47846,0,1,17,1100.0,2,4,3.9
7736,1,0,0,150.0,3,7,3.2
21686,0,0,15,500.0,4,8,3.5
12019,0,0,18,100.0,2,8,3.6
39353,0,0,17,1200.0,5,10,4.2
22109,1,0,17,650.0,2,10,4.1
2160,0,0,15,350.0,4,8,3.2
44225,1,0,17,800.0,2,4,4.3
6663,0,0,17,1500.0,5,1,3.6
29848,1,0,17,200.0,2,10,4.0
41789,1,0,14,150.0,4,8,3.8
34808,1,1,3,700.0,1,3,4.0
22807,1,0,17,450.0,2,4,3.4
13261,0,0,15,1000.0,5,10,2.7
12195,1,0,17,600.0,2,4,3.5
505,1,0,7,300.0,3,7,3.9
39059,0,0,18,100.0,4,8,3.5
23904,1,0,17,550.0,1,10,3.6
9800,1,0,1,400.0,2,0,3.3
31594,0,0,19,300.0,4,8,3.4
32147,1,0,17,600.0,1,3,4.1
24158,1,0,17,750.0,2,4,3.7
28790,0,0,17,550.0,4,10,3.6
43871,0,0,17,1000.0,5,1,4.0
38975,0,0,17,800.0,4,8,3.6
39128,1,0,17,600.0,4,4,3.9
31259,1,1,17,1300.0,4,4,4.5
18506,1,0,9,300.0,3,7,4.4
23390,0,0,17,300.0,4,8,3.2
1502,1,1,17,1100.0,2,5,4.1
28512,1,0,17,500.0,4,4,3.8
34138,1,0,17,650.0,4,4,3.4
32808,1,0,17,450.0,2,4,2.9
22755,0,0,17,550.0,2,4,3.9
51414,1,0,17,600.0,4,10,3.0
34816,1,0,17,700.0,1,3,4.1
6603,0,1,17,3000.0,5,10,4.4
27332,1,1,17,1400.0,2,5,4.2
40015,1,0,7,300.0,3,10,3.9
51203,0,0,15,400.0,4,8,3.2
11575,0,0,17,1000.0,0,10,3.7
24896,0,0,17,600.0,4,3,2.6
6846,1,0,3,650.0,2,3,3.6
50797,0,0,17,400.0,2,9,3.6
25155,0,0,11,1100.0,5,10,4.0
1435,1,0,17,400.0,2,8,3.7
26089,0,0,17,150.0,4,8,3.2
13700,0,0,17,450.0,2,8,3.5
49382,0,0,17,800.0,2,4,2.8
28937,1,1,17,1500.0,4,4,4.2
6139,0,0,17,2000.0,4,10,4.0
3753,1,1,17,1500.0,0,1,3.9
8451,1,0,14,400.0,2,4,3.8
24668,0,1,17,1800.0,4,10,4.3
47947,0,0,19,500.0,2,4,3.7
26573,1,0,17,700.0,1,3,4.1
39286,0,0,17,200.0,4,8,3.6
29416,1,0,17,400.0,2,9,3.7
22456,0,0,1,200.0,2,0,3.8
32767,1,0,17,800.0,2,10,4.1
49608,0,0,17,150.0,3,2,3.4
41661,1,0,17,600.0,4,4,2.9
11088,0,0,19,400.0,4,4,3.9
37219,1,0,17,200.0,4,8,3.4
39428,1,0,3,500.0,1,3,4.0
18663,1,1,14,1000.0,4,4,4.0
38873,0,0,17,550.0,4,4,2.9
35121,1,0,17,600.0,2,6,4.1
15954,1,0,17,400.0,2,8,3.1
46788,1,0,17,400.0,4,4,2.9
28203,1,0,13,200.0,3,10,3.8
124,0,0,12,200.0,2,7,2.9
36017,1,1,17,900.0,2,4,4.0
50645,0,0,14,300.0,2,9,3.3
20210,1,1,17,700.0,2,3,3.9
16432,1,0,17,400.0,2,9,3.4
19818,1,0,17,400.0,2,8,3.7
51041,0,1,17,1600.0,4,4,4.8
278,1,1,17,1200.0,2,4,4.1
33057,1,0,17,700.0,2,3,4.3
19725,1,0,17,500.0,2,8,3.6
22502,1,1,17,600.0,2,10,4.2
31138,1,0,17,700.0,4,4,4.1
37624,1,1,17,1500.0,6,5,4.4
18085,1,0,5,350.0,2,9,3.4
37876,1,0,17,250.0,2,10,3.9
25657,1,0,17,400.0,2,6,3.4
19578,1,0,15,300.0,2,8,3.2
10431,1,0,17,700.0,4,3,3.8
37947,0,0,17,1300.0,2,10,4.3
29229,0,1,17,1800.0,5,10,4.6
45726,0,0,17,600.0,4,5,3.2
8686,1,0,17,450.0,2,8,3.7
10937,1,1,17,800.0,4,3,4.2
40798,0,0,0,400.0,2,0,3.7
36799,1,1,17,1200.0,4,1,3.9
36104,0,0,15,800.0,2,4,3.5
26836,1,0,17,400.0,2,8,3.7
13217,0,1,17,1500.0,5,10,3.9
19327,0,1,17,2000.0,6,10,4.1
49461,1,0,17,250.0,2,8,3.2
7982,1,0,17,300.0,4,8,3.4
38478,1,0,17,450.0,3,10,3.9
40285,0,1,17,2500.0,4,1,4.1
2170,1,0,18,150.0,4,8,3.6
8546,1,0,18,300.0,2,8,3.6
33518,0,0,17,200.0,2,8,3.5
16926,0,0,17,500.0,3,10,2.4
41719,1,0,4,1000.0,4,4,3.0
45807,1,1,17,1600.0,4,4,4.6
45560,1,1,17,800.0,3,8,4.0
44885,1,0,17,600.0,2,8,4.1
7208,0,0,14,300.0,2,8,3.3
34614,1,0,17,500.0,4,4,3.6
48347,0,0,17,600.0,4,4,3.4
39119,0,1,17,2800.0,4,10,4.3
5661,0,0,17,500.0,2,10,4.0
37409,1,0,17,300.0,4,8,3.4
43343,0,1,17,1200.0,4,4,4.3
2817,1,0,17,600.0,2,3,3.7
29294,0,1,17,2000.0,0,10,4.1
17406,1,0,17,300.0,4,8,3.4
46814,0,0,17,350.0,4,8,3.1
37611,0,1,17,1800.0,6,10,4.5
22503,1,0,14,800.0,2,4,4.3
42367,1,0,17,500.0,2,8,3.8
13709,0,0,15,700.0,2,4,3.1
35733,1,1,17,1200.0,2,10,4.1
49139,1,0,14,750.0,2,4,3.7
32365,1,0,17,450.0,2,9,2.9
14601,0,0,17,2200.0,0,4,3.9
45768,1,0,17,300.0,4,0,3.4
50066,1,1,17,1200.0,5,10,4.1
5224,1,0,17,700.0,2,10,4.2
11798,1,0,17,300.0,2,8,3.3
6471,1,0,17,600.0,4,8,2.5
43284,1,1,17,1400.0,4,4,4.3
36374,1,0,17,100.0,2,8,3.5
38464,0,0,9,500.0,3,7,4.3
46424,0,0,18,300.0,2,8,3.4
23310,0,0,17,400.0,4,8,3.9
38365,0,0,18,100.0,2,8,3.6
35168,1,0,8,400.0,2,7,4.2
12697,1,0,17,800.0,4,4,4.2
8288,0,1,17,800.0,0,4,4.2
26652,1,0,17,200.0,2,10,4.0
1931,1,0,9,150.0,3,7,3.7
15712,1,0,1,400.0,4,10,3.4
17084,0,0,17,600.0,4,4,2.6
35509,1,0,17,600.0,2,3,4.1
34620,0,0,18,200.0,4,8,3.5
30015,1,1,17,900.0,2,3,4.0
12773,1,0,17,400.0,4,4,3.6
6398,0,0,18,300.0,4,8,3.3
6252,0,0,17,1400.0,4,4,3.9
44273,0,0,17,500.0,2,0,2.7
17573,1,0,17,200.0,1,3,4.4
50949,0,0,17,250.0,3,10,3.7
33588,1,0,17,600.0,2,6,3.0
28702,1,0,17,450.0,4,8,3.7
35639,1,0,17,600.0,2,4,3.1
42601,1,0,17,600.0,2,8,2.9
12903,1,0,15,350.0,4,8,3.2
46536,0,0,7,600.0,2,8,3.9
42975,0,0,2,400.0,2,6,3.6
15754,0,0,17,1400.0,5,10,3.6
15962,1,0,17,400.0,2,4,3.5
781,1,0,17,800.0,4,5,3.3
6039,1,1,17,1500.0,4,4,4.2
24975,1,0,17,300.0,4,8,3.8
40717,1,0,17,200.0,2,10,4.2
21928,1,0,14,400.0,2,10,3.3
28437,1,1,17,900.0,4,10,4.3
26482,0,1,17,1200.0,5,5,3.9
19294,0,1,17,1600.0,5,10,3.9
35353,1,0,17,400.0,2,8,3.1
50155,1,0,18,250.0,2,9,4.0
4374,0,0,17,200.0,2,2,3.3
14530,1,0,17,500.0,4,8,3.0
51521,0,0,19,300.0,4,8,3.6
14615,1,0,3,450.0,1,3,3.7
47166,1,0,17,400.0,4,10,2.7
43333,1,1,17,1400.0,4,4,4.2
38756,1,0,17,700.0,4,4,4.0
42569,1,0,17,400.0,2,9,3.7
35697,1,0,17,450.0,2,3,3.7
37564,0,1,17,1100.0,5,10,4.1
7502,1,0,5,500.0,2,10,2.8
4828,1,0,17,800.0,4,4,2.9
41758,1,0,15,400.0,4,8,3.4
31248,0,1,17,1200.0,4,10,4.5
32315,1,0,17,800.0,2,4,3.9
10926,1,0,17,600.0,4,4,3.7
12698,1,0,17,750.0,4,4,4.0
9495,1,0,17,300.0,2,8,3.6
7941,0,0,3,600.0,4,3,3.7
4028,1,1,17,1500.0,2,4,4.3
24239,1,1,17,1400.0,2,10,4.4
3834,1,0,17,300.0,2,8,3.6
41567,0,0,17,1500.0,4,10,3.9
3864,1,0,17,450.0,2,6,3.8
25634,1,0,18,400.0,2,8,3.4
12236,1,0,17,500.0,2,8,3.7
45055,1,0,17,650.0,2,4,3.5
47220,0,1,17,2000.0,0,10,3.9
33641,1,0,1,500.0,3,6,4.1
23335,1,0,17,500.0,4,8,3.7
29140,0,0,18,250.0,4,8,3.7
16533,1,0,17,600.0,2,6,3.8
18903,0,0,18,150.0,4,8,3.4
17532,1,1,14,1000.0,0,4,3.9
33881,0,0,17,400.0,4,8,3.4
12415,0,0,0,200.0,3,0,3.4
41458,0,0,13,150.0,3,10,3.5
7090,1,0,14,1000.0,2,4,4.1
51389,1,0,14,400.0,4,8,3.1
19197,0,0,17,300.0,4,8,3.4
10135,1,0,17,250.0,2,2,3.6
42486,1,0,17,600.0,2,3,4.2
39595,1,0,17,200.0,2,8,3.7
34023,1,0,17,400.0,4,4,3.8
42660,1,0,9,300.0,2,8,4.4
31239,0,1,17,1200.0,4,5,4.3
4941,0,1,15,1400.0,5,10,4.2
51342,1,0,17,400.0,4,8,3.8
25161,1,0,17,1000.0,1,3,4.0
14901,1,1,17,1000.0,2,5,4.2
9259,1,0,17,500.0,2,10,3.6
31144,1,0,17,550.0,4,4,3.8
17974,1,0,17,2000.0,2,4,4.3
38396,0,0,17,300.0,2,8,3.3
32007,0,1,17,1200.0,5,10,4.3
2871,1,0,17,450.0,2,3,2.6
21418,1,0,17,350.0,4,4,3.5
49878,1,0,15,300.0,4,8,4.0
10543,1,0,17,300.0,4,8,4.1
6965,1,0,12,400.0,2,7,4.5
41509,1,0,17,400.0,3,2,3.8
36002,0,0,17,1000.0,2,10,3.9
44781,0,0,3,500.0,1,3,3.8
17536,1,0,17,900.0,0,4,4.0
7618,1,0,17,300.0,2,8,4.1
36779,1,0,17,800.0,4,4,4.0
23597,0,0,3,500.0,4,3,4.2
37266,1,0,17,400.0,4,8,3.3
29884,1,0,14,650.0,2,4,4.1
49599,1,0,17,650.0,3,3,3.8
10210,1,0,17,250.0,3,7,4.0
25551,1,0,17,600.0,2,4,3.7
36057,0,0,17,800.0,2,4,3.9
1666,0,0,14,400.0,2,6,3.0
37676,1,1,4,1700.0,0,5,4.5
28190,1,0,1,400.0,3,0,3.8
41425,0,0,17,200.0,3,10,3.8
13581,1,0,4,1000.0,2,9,2.5
10840,1,0,17,400.0,4,8,3.7
24614,0,0,17,1000.0,3,4,4.0
50092,1,1,17,1500.0,6,1,3.9
46151,0,1,17,1000.0,0,4,3.7
38103,1,0,17,150.0,2,8,2.9
24729,0,0,17,700.0,4,10,3.8
10865,0,1,17,1100.0,4,5,4.5
19411,0,1,17,800.0,1,3,4.1
26974,1,1,17,600.0,2,4,4.1
4705,1,0,17,200.0,4,8,3.3
9209,1,0,17,200.0,2,10,3.4
31606,0,0,5,500.0,4,8,3.7
13554,1,0,17,700.0,2,4,3.5
20882,1,0,17,400.0,3,7,3.5
35059,1,1,17,650.0,2,3,3.9
21856,1,0,17,200.0,2,3,3.9
20899,0,0,17,250.0,3,8,4.1
13638,1,0,17,300.0,2,9,3.2
9761,1,0,14,150.0,2,8,3.7
35129,1,0,17,400.0,2,8,4.1
12392,0,0,12,400.0,3,7,4.5
48541,0,0,14,350.0,4,8,3.6
39952,0,0,17,200.0,2,8,3.6
10346,1,0,1,500.0,3,0,4.1
26491,1,1,17,1700.0,0,4,4.2
17549,0,1,17,3500.0,0,10,4.2
1903,0,0,12,200.0,3,7,4.0
22449,1,0,17,300.0,2,8,3.1
41015,0,0,15,600.0,2,4,2.4
49394,0,0,17,600.0,2,9,2.5
2940,1,1,17,600.0,2,4,3.8
39874,1,0,17,750.0,2,4,3.7
45084,1,0,10,200.0,2,8,3.3
50226,1,0,20,500.0,2,4,4.0
46057,0,0,17,1800.0,5,10,3.8
21263,0,0,17,250.0,4,8,3.4
45219,1,0,17,200.0,2,8,3.8
15931,1,0,17,400.0,2,6,3.9
49523,0,0,17,200.0,2,8,3.5
27734,0,0,14,200.0,2,8,3.3
9916,1,0,17,800.0,2,4,2.5
11886,1,1,17,1000.0,2,10,4.3
32828,1,0,18,250.0,2,8,3.4
19944,1,0,17,750.0,2,4,3.5
3298,1,0,17,550.0,4,4,4.1
5267,1,0,17,300.0,2,10,3.6
26532,0,1,17,800.0,1,3,4.4
7702,0,0,17,1000.0,3,4,4.1
32841,1,0,17,500.0,2,8,3.1
16828,1,1,17,1300.0,2,10,4.0
36373,1,0,14,300.0,2,6,3.6
2809,1,0,17,300.0,2,8,2.8
2502,1,0,17,600.0,1,3,3.7
22255,1,0,17,400.0,2,8,3.1
22998,0,0,17,550.0,3,3,4.1
6053,0,0,17,3000.0,4,10,4.6
20214,1,0,15,400.0,2,8,3.7
22357,1,0,17,300.0,2,8,4.2
40871,0,0,17,150.0,2,10,3.3
12669,0,0,17,1000.0,4,1,3.9
31000,0,0,8,400.0,3,10,3.7
7347,1,0,17,650.0,2,4,3.6
31120,1,0,17,600.0,4,3,3.8
30254,1,0,14,400.0,2,6,3.3
32908,1,0,17,250.0,2,7,4.3
10196,1,0,17,300.0,3,10,4.2
44291,0,0,17,250.0,2,8,3.4
8634,1,0,17,1200.0,2,3,4.1
36722,1,1,17,600.0,4,4,4.1
10111,0,0,17,400.0,2,6,3.4
45985,0,1,17,1200.0,4,5,4.1
30932,0,0,9,500.0,3,7,4.5
1330,1,0,17,300.0,2,8,3.3
20637,0,0,20,300.0,2,8,3.0
43096,1,0,17,180.0,3,7,4.2
45146,1,0,17,350.0,2,8,2.9
37962,1,0,17,200.0,2,8,3.5
2288,0,0,17,600.0,4,4,2.9
22377,1,0,17,250.0,2,8,3.6
37874,1,0,17,400.0,2,10,3.6
1242,1,0,17,700.0,2,4,3.7
35290,1,0,10,300.0,2,8,3.7
7779,1,1,17,500.0,4,3,3.2
24074,1,0,17,150.0,2,2,3.3
9646,1,1,17,1100.0,2,5,4.1
4400,1,0,17,250.0,2,8,3.2
41135,1,0,14,300.0,2,8,3.7
11574,0,0,17,800.0,0,4,3.0
44311,0,0,7,300.0,2,7,3.1
2056,1,0,17,500.0,4,8,4.0
26918,1,0,17,200.0,2,2,3.6
13216,1,1,17,1000.0,5,5,4.0
7847,0,0,17,800.0,4,8,3.7
784,0,0,17,650.0,4,4,3.9
45801,1,0,17,1200.0,4,5,4.6
10422,1,0,17,400.0,4,8,4.0
22759,0,0,18,200.0,2,8,3.6
45352,1,0,7,400.0,2,7,3.9
22723,1,0,14,400.0,2,8,3.3
13476,1,0,17,400.0,2,8,4.0
25940,1,0,17,600.0,3,10,3.9
35391,1,0,17,650.0,2,4,3.5
34375,0,0,17,250.0,4,8,3.7
43760,0,0,17,1000.0,4,4,3.1
12260,0,0,5,500.0,2,8,3.7
9783,1,0,17,100.0,2,9,3.1
48737,0,0,14,200.0,4,8,3.2
47232,0,0,17,3000.0,0,10,4.3
32276,1,0,14,300.0,2,8,4.0
4301,1,0,14,400.0,2,6,3.9
28534,1,0,17,700.0,4,4,4.1
37058,0,0,17,300.0,4,8,3.2
14450,1,0,17,250.0,4,8,3.8
25979,0,0,1,100.0,3,0,4.3
24057,1,0,17,300.0,2,8,3.7
1008,1,0,20,300.0,2,8,4.0
8911,1,0,17,200.0,2,6,3.7
48131,0,0,17,800.0,4,1,3.5
10685,1,0,10,150.0,4,8,3.4
28967,1,0,17,1000.0,4,4,3.8
2619,1,0,18,200.0,2,8,3.6
14536,1,0,15,300.0,4,8,3.7
44516,0,0,17,750.0,4,4,3.7
6262,0,1,15,1400.0,4,1,3.8
7193,0,0,17,1000.0,2,4,3.6
27795,1,0,17,400.0,2,8,3.3
4818,0,1,17,2000.0,4,10,4.2
22700,1,0,3,400.0,2,3,3.8
44280,0,0,17,500.0,2,4,3.5
44011,1,0,16,400.0,2,8,3.3
26873,1,1,17,1200.0,2,5,4.1
8530,1,0,17,450.0,2,7,4.2
49759,1,0,17,300.0,4,8,3.6
38736,1,0,17,800.0,4,3,4.3
48609,1,0,15,300.0,4,8,3.7
44390,1,0,13,400.0,3,8,4.0
32198,1,0,17,600.0,1,3,4.1
11691,1,0,17,500.0,2,6,3.8
3375,0,0,18,300.0,4,8,4.0
33001,1,0,15,500.0,2,6,3.1
29396,1,0,17,250.0,2,8,3.9
33483,0,0,14,400.0,2,8,3.5
13333,0,1,4,3500.0,6,10,4.4
22188,1,0,17,600.0,2,4,3.8
30098,1,0,14,300.0,2,8,3.6
47849,0,0,17,300.0,2,8,3.1
7557,1,0,1,300.0,2,0,3.3
19571,1,0,17,600.0,2,9,3.2
23022,0,0,17,800.0,3,7,2.9
38937,1,1,14,300.0,4,8,4.1
7886,0,0,17,2500.0,4,10,4.6
5962,1,0,17,750.0,4,4,3.9
49478,0,0,17,100.0,2,8,3.7
45569,1,0,17,800.0,3,10,4.1
8164,1,0,14,400.0,4,8,3.1
26717,1,0,17,150.0,2,9,3.7
19022,0,0,17,450.0,4,4,2.8
47740,1,0,17,400.0,2,8,2.6
21501,0,0,17,300.0,4,10,3.4
33798,0,0,1,600.0,3,10,3.7
48477,1,0,17,400.0,4,8,3.4
9074,1,1,17,1300.0,2,10,4.2
42301,1,0,17,500.0,2,6,3.1
51425,1,0,14,300.0,4,8,3.4
39190,0,1,17,2400.0,4,10,4.1
34928,1,1,17,800.0,2,4,4.1
6009,0,0,17,600.0,4,8,2.7
36419,0,0,7,250.0,3,7,2.9
27715,0,0,17,500.0,2,6,3.8
7919,0,1,17,3000.0,4,10,4.3
37561,0,1,17,1400.0,5,10,4.2
20623,1,0,17,200.0,2,8,3.7
43563,1,0,17,500.0,4,8,3.6
35984,0,1,17,1400.0,2,10,4.2
25539,1,0,17,300.0,2,8,3.9
258,1,0,15,700.0,2,4,3.8
773,1,0,14,600.0,4,4,3.8
15228,0,0,17,400.0,2,8,4.0
44964,1,0,17,500.0,2,10,3.9
24932,1,0,17,500.0,4,8,3.4
10237,1,0,9,250.0,3,7,3.5
30922,0,0,17,600.0,3,8,4.2
43408,0,0,17,1000.0,4,10,3.9
24744,1,0,15,550.0,4,4,3.4
25535,1,0,17,250.0,2,8,3.8
34801,1,0,17,600.0,1,3,4.1
10680,1,0,15,400.0,4,8,3.0
37595,0,0,14,1000.0,5,1,3.0
16088,0,0,14,500.0,2,4,3.5
31445,1,0,17,450.0,4,3,3.7
16090,0,0,17,600.0,2,9,3.3
34629,0,0,20,500.0,4,8,3.4
29024,1,0,10,400.0,4,8,3.6
8809,1,1,17,1200.0,2,3,4.1
43814,0,0,17,250.0,4,8,3.7
25845,0,0,17,150.0,2,10,3.2
29078,0,0,17,400.0,4,10,3.5
16417,1,0,1,400.0,2,0,3.6
45972,1,0,17,500.0,4,8,2.4
21005,1,0,17,200.0,3,10,3.5
32310,1,0,17,700.0,2,6,4.1
3544,0,0,19,150.0,4,8,3.6
47726,0,0,3,400.0,2,3,3.3
29395,1,0,15,250.0,2,9,3.9
5456,1,0,5,700.0,2,4,3.5
19524,1,0,17,200.0,2,8,4.1
4512,0,0,0,400.0,3,0,3.7
4529,1,0,7,300.0,3,7,3.9
27202,1,0,17,150.0,2,7,3.5
20291,1,0,17,750.0,2,4,3.9
36588,1,0,17,500.0,4,4,4.0
9448,1,0,15,350.0,2,8,3.5
6817,1,0,17,400.0,2,9,3.4
23614,1,0,17,600.0,4,4,3.8
4623,1,0,17,700.0,4,4,3.1
195,1,0,17,550.0,2,4,3.3
34546,1,1,17,300.0,4,3,3.7
4982,1,1,17,2100.0,0,4,4.0
1352,1,0,17,400.0,2,8,3.4
11643,1,0,17,600.0,1,3,3.8
42894,0,0,17,800.0,2,8,3.6
47932,1,0,17,1300.0,2,4,3.8
50140,1,0,14,400.0,2,6,4.2
29325,1,0,17,800.0,1,3,4.0
12940,0,0,18,150.0,4,8,3.6
50065,1,1,17,1500.0,5,10,4.0
20125,1,0,17,800.0,2,4,4.1
17105,1,0,17,250.0,4,10,3.9
21222,0,0,18,150.0,4,8,3.7
3619,1,0,17,150.0,4,10,3.4
38147,1,1,17,700.0,2,4,4.2
47604,1,0,17,800.0,2,4,4.3
6818,1,0,17,450.0,2,6,3.6
30085,1,0,0,500.0,2,6,3.6
24039,1,0,17,500.0,2,6,3.1
20647,1,0,19,200.0,2,8,3.4
7355,1,0,14,700.0,2,4,4.0
5779,1,0,17,400.0,2,4,3.0
1380,1,0,17,150.0,2,10,3.1
23221,0,0,17,850.0,4,4,4.0
3860,1,0,17,650.0,2,6,3.8
47906,0,0,17,400.0,2,8,3.6
10960,1,0,17,750.0,4,4,4.1
23876,1,0,3,650.0,1,3,3.6
11747,1,0,17,350.0,2,8,3.3
31354,1,0,17,400.0,4,8,3.7
5353,1,0,8,300.0,2,9,3.5
40225,0,0,17,200.0,4,8,3.5
44203,1,0,17,700.0,2,4,3.9
14921,1,1,17,2000.0,2,10,4.0
47101,0,0,17,700.0,4,4,3.3
31695,1,0,17,600.0,4,4,3.5
10591,1,0,17,400.0,4,8,3.1
35113,1,0,17,450.0,2,8,4.0
36140,0,0,18,200.0,2,8,3.5
385,1,0,17,100.0,2,8,3.3
6825,1,0,14,300.0,2,8,3.7
45437,0,0,7,300.0,2,9,3.4
38974,0,0,17,200.0,4,8,3.6
24684,1,1,17,700.0,4,3,4.1
44031,1,0,17,250.0,2,8,3.1
1170,1,0,17,300.0,2,10,3.2
38685,0,1,17,2500.0,4,10,4.1
18977,1,0,17,400.0,4,8,3.9
7620,1,0,17,300.0,2,8,3.1
11857,1,1,17,1600.0,2,10,4.3
35497,1,0,18,250.0,2,8,3.4
3933,1,0,17,800.0,2,4,3.4
43920,0,1,17,1000.0,6,5,4.4
36641,1,0,2,200.0,4,8,3.8
18682,0,1,17,1500.0,4,10,4.2
2902,1,0,20,300.0,2,8,3.8
30379,1,0,17,200.0,2,8,3.6
37929,1,0,17,600.0,2,8,3.9
24291,1,0,17,600.0,2,4,4.1
27143,1,0,17,150.0,2,2,3.6
21724,1,0,14,250.0,4,8,3.0
34654,1,0,17,400.0,4,8,3.4
42455,1,1,17,1600.0,2,4,4.4
10480,0,0,17,500.0,4,4,4.0
33796,0,0,17,300.0,3,0,3.5
705,0,0,18,200.0,4,8,3.7
34429,1,1,17,900.0,4,3,4.5
9347,1,0,17,130.0,2,7,3.5
33086,1,0,17,300.0,2,10,3.8
20169,1,0,17,700.0,2,4,3.2
39681,1,0,20,600.0,2,4,2.9
42322,1,0,17,300.0,2,8,3.8
6521,1,0,6,300.0,4,8,3.4
27755,0,0,17,700.0,2,3,4.1
44730,0,1,17,1000.0,0,10,4.0
35446,1,0,14,300.0,2,8,3.7
25329,1,0,17,300.0,2,8,3.8
28066,1,0,17,250.0,2,8,3.4
17061,1,0,17,550.0,4,4,3.1
51106,1,0,17,500.0,4,4,3.7
34837,0,0,17,800.0,1,3,4.3
50291,1,0,17,200.0,2,2,3.3
22394,1,0,2,200.0,2,8,3.7
14539,1,0,17,400.0,4,8,2.9
3315,0,1,17,800.0,4,4,3.8
44462,1,0,17,700.0,4,4,4.0
45541,0,0,17,200.0,3,8,3.7
8892,1,0,20,700.0,2,4,3.5
14999,1,0,17,200.0,2,8,3.5
4031,1,1,17,1000.0,2,4,4.0
25715,1,0,17,150.0,2,6,3.4
37688,1,1,17,1200.0,0,4,4.3
47504,1,1,17,800.0,2,10,4.2
32548,1,0,17,1500.0,2,10,4.6
19476,0,0,3,300.0,1,3,3.8
33667,1,0,17,300.0,3,10,4.5
46082,0,1,17,1800.0,5,10,4.1
11553,0,0,17,3000.0,0,10,4.3
13119,1,0,1,400.0,4,10,3.5
2806,1,0,17,300.0,2,8,3.6
15221,1,0,17,800.0,2,3,4.3
47455,1,1,17,1600.0,2,10,4.2
33978,0,1,17,1100.0,4,4,4.3
22695,1,0,15,700.0,2,4,2.7
35281,1,0,14,500.0,2,6,3.7
27058,1,0,17,500.0,2,4,3.9
33698,1,0,12,200.0,3,7,3.9
37682,1,0,17,1500.0,0,4,4.0
6679,0,0,17,250.0,6,10,3.7
34074,1,0,17,600.0,4,4,3.9
1925,0,0,17,150.0,3,7,3.3
5592,0,0,4,550.0,2,4,4.0
11174,1,0,17,250.0,4,8,3.6
32870,1,0,18,150.0,2,8,3.3
35549,1,0,18,150.0,2,8,3.3
8600,1,0,17,300.0,2,8,3.9
6302,0,0,17,550.0,4,4,3.2
