,online_order,book_table,cuisines,approx_cost(for two people),listed_in(type),type,rate
50461,1,0,17,500.0,2,10,3.3
37208,1,0,17,400.0,4,8,3.7
34531,0,0,17,150.0,4,8,3.4
38189,1,0,17,1300.0,2,4,4.0
28741,1,0,17,200.0,4,8,3.8
2567,1,0,17,600.0,2,8,3.2
13065,1,0,17,750.0,4,10,4.3
36772,1,1,17,600.0,4,3,4.2
44571,0,0,17,150.0,4,8,3.3
25648,1,0,17,450.0,2,6,3.9
35241,1,0,17,400.0,2,10,4.0
19047,1,1,17,500.0,4,4,3.4
37523,0,0,18,200.0,4,8,3.3
47566,1,0,17,650.0,2,4,3.9
4715,1,0,17,200.0,4,8,3.8
5869,0,0,0,200.0,3,0,3.4
40380,1,0,17,350.0,4,8,4.2
38302,0,0,2,300.0,2,8,3.2
49509,0,0,17,600.0,2,4,3.5
37324,1,1,17,300.0,4,3,3.7
33602,1,0,14,500.0,2,9,3.6
4191,1,0,17,200.0,2,10,3.7
46947,1,0,17,200.0,4,8,3.5
38364,0,0,0,150.0,2,10,3.5
45961,1,0,17,500.0,4,10,3.1
7436,1,0,10,300.0,2,9,3.5
28662,1,0,17,500.0,4,10,4.5
42385,1,1,17,800.0,2,4,3.8
11071,1,0,16,450.0,4,4,3.7
17124,0,0,17,500.0,4,8,3.2
12701,1,0,17,800.0,4,4,3.9
11188,1,0,2,200.0,4,8,3.8
34254,1,0,14,300.0,4,8,3.9
50602,1,0,4,400.0,2,8,3.8
24326,1,0,17,400.0,2,6,3.3
38245,1,0,17,200.0,2,9,3.3
43524,0,0,17,400.0,4,8,3.3
5294,1,0,17,500.0,2,4,3.9
48388,0,0,17,1100.0,4,4,3.1
28391,0,1,17,1200.0,4,4,4.2
43327,0,1,17,3400.0,4,10,4.3
14703,1,0,14,150.0,2,8,3.9
30365,1,0,10,300.0,2,8,3.3
41415,0,0,15,400.0,2,6,3.5
39375,0,1,17,1200.0,5,1,3.8
30580,0,0,17,250.0,2,6,3.3
30090,1,0,17,250.0,2,10,3.7
27525,1,1,17,800.0,2,4,4.0
49740,0,0,17,300.0,4,8,3.6
34813,1,1,17,1200.0,1,10,4.1
41201,1,0,17,450.0,2,4,3.6
28577,1,0,5,600.0,4,4,3.8
21210,0,0,19,200.0,4,8,3.6
44697,1,0,17,400.0,4,8,3.7
46119,0,1,17,1800.0,6,1,3.9
21201,0,0,18,200.0,4,8,3.8
37556,0,1,17,1400.0,5,10,4.5
28676,0,0,18,200.0,4,8,3.7
11767,1,1,17,1300.0,2,10,4.4
3888,1,0,17,300.0,2,8,3.1
13092,0,1,17,1200.0,4,1,3.8
11940,0,0,17,750.0,2,3,4.0
11964,1,0,17,800.0,2,3,4.3
19559,1,0,20,400.0,2,4,3.6
41248,1,0,17,600.0,2,4,3.3
21389,1,0,17,400.0,4,8,3.9
22532,1,0,17,250.0,2,8,3.3
45999,1,0,17,500.0,4,10,2.9
2823,1,0,17,400.0,2,7,3.9
5956,0,1,11,1100.0,4,10,4.1
32829,1,0,17,600.0,2,9,3.3
25199,0,0,17,500.0,1,3,3.7
3207,1,0,1,400.0,3,0,3.3
21358,0,0,17,200.0,4,8,4.0
47526,1,0,17,700.0,2,4,4.3
25290,1,0,17,700.0,2,4,3.8
11497,0,1,17,1400.0,6,5,4.7
10147,1,0,20,400.0,2,4,3.9
27868,0,0,17,250.0,2,10,3.7
40999,1,0,17,400.0,2,10,3.3
51112,0,0,15,300.0,4,8,2.7
36990,1,0,18,250.0,4,8,3.4
18407,0,0,14,1100.0,2,4,3.4
16416,1,0,15,550.0,2,4,3.1
27245,1,0,17,600.0,2,6,2.9
24085,1,0,6,300.0,2,8,3.7
47966,0,0,17,550.0,2,4,3.9
5497,1,0,17,800.0,2,10,3.9
18537,1,0,17,500.0,3,7,3.4
31273,0,0,17,850.0,4,3,4.3
35983,0,1,17,1000.0,2,10,4.0
43255,1,1,17,2000.0,4,10,4.1
25412,1,0,17,550.0,2,5,3.4
3952,1,0,17,400.0,2,10,3.6
35513,1,0,17,500.0,2,8,3.1
26850,1,0,12,300.0,2,7,3.5
6966,1,0,17,200.0,2,10,3.7
13889,0,0,17,400.0,2,8,2.8
36465,1,0,8,400.0,3,7,4.2
27270,1,0,17,350.0,2,8,3.6
46700,1,0,0,200.0,3,9,3.7
26016,1,0,17,550.0,4,4,2.9
15359,0,0,17,150.0,3,8,3.4
31528,0,0,17,250.0,4,8,3.6
46156,1,0,17,900.0,1,3,3.0
44168,1,0,17,200.0,2,8,3.8
31158,0,1,15,1000.0,4,4,3.5
22821,1,0,6,300.0,2,8,3.3
41143,1,0,17,600.0,2,4,3.6
16093,0,0,17,500.0,2,8,2.8
27912,0,0,17,600.0,2,4,3.1
28407,1,1,17,1200.0,4,5,4.5
6217,0,0,17,1000.0,4,10,3.9
763,1,0,17,400.0,4,8,3.0
28616,1,0,17,300.0,4,8,3.7
7212,0,0,17,300.0,2,8,3.4
21970,1,0,17,250.0,2,8,3.9
4942,0,0,15,1000.0,5,10,3.3
35911,0,0,17,300.0,2,10,4.1
157,1,0,17,150.0,2,2,3.9
13427,1,0,17,300.0,2,8,3.4
49900,1,0,1,500.0,4,10,3.9
46555,0,1,17,1100.0,2,4,4.3
35048,1,0,2,750.0,2,4,3.9
9404,1,0,17,600.0,2,4,3.6
23158,1,0,14,800.0,4,4,4.3
15281,1,0,15,550.0,2,4,2.8
32511,1,0,17,300.0,2,10,4.0
4926,0,0,17,800.0,4,4,2.9
26719,1,0,17,650.0,2,9,4.1
21120,1,0,17,700.0,4,4,3.7
17166,1,0,17,400.0,4,8,3.9
19771,1,0,19,200.0,2,8,3.9
34236,0,0,17,400.0,4,8,3.8
43510,0,0,15,750.0,4,4,3.3
27532,1,0,17,500.0,2,10,4.1
7020,1,1,17,1400.0,2,10,4.7
6923,1,0,17,350.0,2,7,4.0
36033,0,1,17,900.0,2,3,4.5
36400,0,0,12,250.0,3,7,4.1
11073,1,0,17,600.0,4,8,3.9
30232,1,0,10,250.0,2,8,3.5
2830,1,0,17,400.0,2,8,3.0
12836,0,0,3,400.0,4,3,3.1
26455,0,0,20,400.0,4,8,3.6
28747,1,0,17,500.0,4,8,3.7
39692,1,0,17,400.0,2,3,3.7
4629,1,0,4,800.0,4,4,2.8
18363,1,0,15,350.0,2,8,3.3
32258,1,0,17,300.0,2,9,3.9
16255,1,0,17,300.0,2,6,3.6
20314,1,1,17,1500.0,2,5,4.9
25937,0,0,1,300.0,3,6,4.0
4773,0,0,15,300.0,4,8,3.1
44788,0,0,17,600.0,1,10,4.0
35778,1,0,17,250.0,2,8,4.0
42371,1,0,17,450.0,2,6,3.2
911,0,0,17,500.0,1,3,3.7
29493,1,0,17,500.0,2,6,4.0
9119,1,1,17,650.0,2,3,4.2
1551,0,0,15,400.0,2,8,3.1
32101,1,1,17,1300.0,0,4,4.5
39196,1,0,17,500.0,4,3,3.5
1063,1,0,17,100.0,2,8,3.9
22379,1,0,17,200.0,2,7,3.2
48091,0,0,0,150.0,3,10,3.5
47755,0,0,2,300.0,2,8,3.7
2517,1,0,17,550.0,1,3,4.2
12891,1,0,17,350.0,4,8,3.3
14241,0,0,17,450.0,4,4,3.1
20264,0,0,14,600.0,2,4,3.5
39886,1,0,4,700.0,2,4,3.8
37043,0,0,5,500.0,4,8,3.7
19624,1,0,17,200.0,2,8,3.7
694,1,0,17,500.0,4,8,4.2
13393,1,0,17,400.0,1,3,3.8
24775,1,0,17,250.0,4,8,4.1
35465,1,0,17,250.0,2,8,3.3
40719,0,0,14,500.0,2,4,3.5
34031,1,0,17,800.0,4,3,4.1
48320,0,0,15,1000.0,4,4,2.8
41838,1,0,6,400.0,4,8,3.2
38134,1,0,20,300.0,2,8,2.6
13690,1,0,15,300.0,2,9,3.2
33949,1,1,17,1400.0,4,4,4.4
48016,1,0,17,150.0,3,2,3.9
30485,1,0,15,250.0,2,8,3.1
18090,1,0,17,500.0,2,6,3.1
37918,1,0,17,300.0,2,8,3.5
17583,1,0,17,400.0,1,7,4.3
11366,0,0,19,400.0,4,8,3.5
15052,1,0,3,700.0,2,3,3.8
18559,1,0,17,500.0,3,10,2.9
29977,1,0,17,250.0,2,8,2.9
28357,0,0,17,600.0,4,3,3.2
14600,1,1,17,1700.0,0,4,4.2
13275,0,1,17,1500.0,5,5,4.2
29786,1,1,14,900.0,2,4,4.0
20082,1,0,17,200.0,2,2,3.6
26115,1,1,17,800.0,4,4,4.4
36508,0,0,7,300.0,3,7,4.0
30107,1,0,17,400.0,2,8,3.9
27283,1,1,17,600.0,2,3,4.1
14483,0,0,17,400.0,4,8,3.0
41792,1,0,17,400.0,4,8,3.8
45622,0,1,17,1500.0,4,4,4.2
19803,1,0,17,1000.0,2,4,3.5
23534,0,0,4,100.0,4,8,3.7
34609,0,0,17,400.0,4,2,4.0
42048,1,0,18,200.0,4,8,4.0
214,1,0,14,300.0,2,8,3.1
32862,1,0,17,400.0,2,8,3.7
43420,0,0,17,2000.0,4,4,4.1
38074,1,0,14,100.0,2,8,3.2
32191,1,0,17,900.0,1,10,4.2
21191,1,0,10,200.0,4,8,3.9
44436,0,1,14,700.0,4,4,3.9
48798,0,0,17,1100.0,5,10,4.2
11628,0,0,17,500.0,1,3,4.2
8588,1,0,17,250.0,2,8,3.2
36460,1,0,17,200.0,3,2,4.1
14890,1,0,17,200.0,2,8,3.6
47602,1,0,17,750.0,2,3,4.2
13398,1,0,17,300.0,1,3,3.2
26559,1,0,17,1000.0,1,3,4.1
22314,1,0,17,500.0,2,3,4.1
21910,1,0,17,200.0,2,8,4.3
33462,0,0,17,400.0,2,8,3.6
13264,0,0,11,2000.0,5,10,4.0
17716,1,1,14,1200.0,2,4,4.5
5085,0,0,17,500.0,1,3,3.9
11989,0,0,17,1100.0,2,4,3.1
25616,1,0,17,400.0,2,8,4.0
23453,1,0,18,300.0,4,8,3.6
18746,0,0,4,500.0,4,4,4.0
14128,0,0,2,500.0,4,4,3.8
48038,0,0,17,300.0,3,10,3.3
18673,1,0,17,1400.0,4,10,4.3
7845,0,0,18,200.0,4,8,3.3
7435,1,0,17,300.0,2,10,3.3
11176,1,0,17,400.0,4,10,3.6
47095,0,0,17,500.0,4,8,3.7
26722,1,0,17,600.0,2,9,2.9
40803,0,0,17,300.0,2,6,3.6
31147,1,0,17,1000.0,4,4,3.6
18775,0,1,17,1800.0,4,10,4.0
47997,1,1,17,1000.0,3,4,4.1
48964,1,0,17,400.0,2,6,3.6
36453,1,0,17,250.0,3,7,4.3
43807,0,0,15,450.0,4,8,3.5
25241,1,1,17,500.0,2,4,4.1
33934,1,1,17,1300.0,4,4,4.2
41752,0,0,17,300.0,4,8,3.2
40106,1,1,17,1500.0,4,4,4.3
48938,1,0,15,400.0,2,8,3.7
21257,1,0,17,200.0,4,8,3.7
9587,0,0,17,350.0,2,8,3.4
14101,0,1,17,2200.0,4,10,4.0
50377,1,0,17,200.0,2,8,3.3
46394,1,0,4,700.0,2,4,3.8
38725,0,0,17,800.0,4,4,4.3
38867,0,0,17,1100.0,4,4,3.1
3587,1,0,17,400.0,4,8,3.4
4863,0,0,17,350.0,4,10,3.5
10413,1,0,6,550.0,4,4,3.7
28691,1,0,17,250.0,4,8,3.8
18990,1,0,17,850.0,4,4,3.1
11676,0,0,3,300.0,1,3,3.7
22798,1,0,3,500.0,2,3,2.6
47536,1,0,17,180.0,2,7,4.2
4552,1,0,17,1800.0,4,4,4.3
25872,1,0,12,200.0,2,9,3.1
29971,1,0,14,300.0,2,8,3.5
39267,0,0,17,350.0,4,4,3.1
28204,1,0,13,400.0,3,10,3.9
9185,1,0,17,500.0,2,8,3.9
14963,1,0,17,400.0,2,10,3.5
46167,0,0,17,150.0,1,10,3.7
664,1,0,17,400.0,4,8,3.8
32516,1,0,17,400.0,2,9,3.1
19940,1,0,15,300.0,2,6,3.8
22319,1,0,17,400.0,2,8,3.1
7287,0,0,17,700.0,2,6,3.0
28554,1,1,17,800.0,4,4,4.0
48345,0,0,17,600.0,4,4,3.7
24676,0,0,14,800.0,4,4,4.1
5194,1,0,17,400.0,2,10,4.0
11828,1,0,17,500.0,2,4,2.8
26852,1,0,17,400.0,2,9,3.3
43470,0,0,14,700.0,4,4,3.0
24029,1,1,17,1300.0,2,1,4.5
48559,1,0,17,250.0,4,10,3.1
17261,0,0,17,150.0,4,8,3.7
13122,0,0,17,1000.0,4,4,3.1
18609,1,1,17,800.0,3,3,4.1
50053,1,0,17,400.0,4,8,2.9
26219,0,0,17,1200.0,4,1,3.7
9388,1,1,17,750.0,2,4,3.7
17539,1,1,17,1200.0,0,4,4.1
46383,1,1,17,1100.0,2,4,4.1
29477,1,0,18,150.0,2,8,4.3
42734,1,1,17,850.0,2,4,4.0
42411,1,0,17,700.0,2,4,3.9
38499,1,0,17,500.0,3,10,4.0
12160,1,0,19,500.0,2,4,3.7
38475,1,0,17,400.0,3,10,3.9
49752,0,0,10,200.0,4,8,3.1
15763,0,0,17,1500.0,5,1,3.6
21908,1,0,17,300.0,2,8,3.6
38750,1,0,17,750.0,4,4,3.9
35064,1,0,8,300.0,2,7,4.6
44028,1,0,17,500.0,2,6,3.8
11527,0,0,17,1000.0,6,1,3.9
17860,1,0,17,200.0,2,4,3.0
43180,0,0,17,3000.0,4,10,4.6
33650,0,0,17,500.0,3,3,2.9
43406,1,0,17,300.0,4,8,4.0
23381,0,0,14,350.0,4,8,3.3
40077,0,0,7,100.0,3,7,3.3
19078,1,0,17,300.0,4,8,2.8
76,1,0,18,150.0,2,8,4.1
36968,1,0,6,300.0,4,8,3.7
15663,1,0,17,500.0,4,3,3.5
30934,1,0,7,300.0,3,7,4.1
23945,1,0,15,400.0,2,8,2.9
15923,1,0,17,600.0,2,8,2.9
41697,0,0,17,1000.0,4,4,3.3
11498,0,1,17,1000.0,6,10,4.5
13558,1,0,17,400.0,2,6,3.5
51199,0,0,14,450.0,4,4,3.2
9713,1,0,17,200.0,2,8,3.8
35184,1,0,17,350.0,2,6,4.0
11175,1,0,17,300.0,4,8,3.7
9603,1,1,17,1100.0,2,10,4.1
40501,0,0,17,700.0,6,1,3.2
37869,1,0,17,350.0,2,8,3.0
26147,1,1,17,800.0,4,4,4.0
12647,1,0,17,1800.0,4,4,4.2
2792,1,0,17,100.0,2,2,4.1
35278,1,0,17,750.0,2,4,3.5
33674,1,0,7,400.0,3,7,4.3
6196,1,0,17,950.0,4,4,3.9
35437,1,0,15,400.0,2,9,3.7
11491,0,1,11,1100.0,6,1,4.0
7069,1,0,17,300.0,2,8,3.7
10263,0,0,17,400.0,3,10,4.6
5134,1,0,15,500.0,2,4,3.3
34681,0,1,17,2000.0,5,10,4.4
30049,1,0,17,250.0,2,2,3.4
7707,1,0,12,400.0,3,7,4.3
9144,1,0,17,400.0,2,6,3.6
12406,0,0,13,400.0,3,8,4.0
29116,0,0,14,400.0,4,8,3.5
45567,1,0,17,400.0,3,10,4.1
42786,1,0,17,550.0,2,4,4.1
43474,0,0,17,150.0,4,10,3.4
7988,1,0,17,600.0,4,8,3.6
6168,1,1,17,2000.0,4,10,4.3
33028,1,1,17,1200.0,2,10,4.1
34923,1,0,17,400.0,2,10,4.2
33685,1,0,17,400.0,3,2,4.1
47702,1,0,14,350.0,2,8,3.6
23103,1,0,7,300.0,3,7,4.0
8061,1,0,14,300.0,4,8,3.4
39413,0,0,17,1200.0,0,4,4.4
49281,1,0,17,700.0,2,4,3.6
49872,1,0,17,800.0,4,4,2.7
27329,1,0,17,350.0,2,8,3.5
33373,1,0,16,400.0,2,6,3.5
35081,1,0,12,400.0,2,7,3.9
34142,0,0,6,1000.0,4,4,3.5
3371,0,0,17,300.0,4,8,3.7
13698,0,0,17,600.0,2,5,3.6
45070,1,0,17,150.0,2,8,3.3
30389,1,0,17,200.0,2,10,3.4
42559,1,0,17,450.0,2,10,3.9
345,1,0,17,200.0,2,10,3.8
9943,1,0,17,300.0,2,6,3.1
16435,1,0,17,300.0,2,8,3.6
8948,1,0,17,100.0,2,2,3.1
39765,1,0,16,550.0,2,4,3.7
48436,1,0,9,300.0,4,7,4.1
49859,1,0,17,500.0,4,4,2.9
27070,1,0,1,600.0,2,0,3.7
31683,1,0,17,400.0,4,8,3.7
44776,1,0,10,200.0,1,8,3.3
29557,1,0,17,500.0,2,9,3.7
28626,0,0,17,850.0,4,4,3.5
35433,1,0,17,400.0,2,8,3.4
34351,0,0,5,500.0,4,8,3.7
45562,1,0,9,250.0,3,7,3.6
10426,1,0,17,550.0,4,4,3.7
12642,1,0,17,2000.0,4,4,4.3
50105,1,0,17,700.0,1,10,4.4
38268,0,0,9,500.0,2,7,4.3
33344,0,1,17,800.0,2,5,4.1
3471,1,1,17,1200.0,4,4,4.1
28418,1,1,17,1500.0,4,4,4.5
2815,1,0,9,150.0,2,7,3.8
2771,1,0,17,200.0,2,8,4.0
14801,1,0,17,500.0,2,10,3.9
3342,1,0,17,500.0,4,8,4.2
16979,1,0,17,550.0,4,4,4.2
9421,1,1,17,1000.0,2,4,3.9
38023,1,0,15,450.0,2,4,3.9
2897,1,0,17,750.0,2,3,4.0
42454,1,0,17,600.0,2,4,2.8
23252,1,0,17,700.0,4,4,3.1
15122,1,0,17,300.0,2,8,3.3
18194,1,0,17,1800.0,2,4,4.2
35375,1,0,17,850.0,2,8,3.8
24400,0,0,17,450.0,2,4,3.9
8058,1,0,4,800.0,4,4,3.0
31455,1,0,17,450.0,4,8,4.2
11110,1,0,17,400.0,4,8,3.8
18297,1,0,17,500.0,2,6,3.4
45200,1,0,12,300.0,2,7,3.2
7519,1,0,17,750.0,2,4,3.2
28678,1,0,17,250.0,4,8,4.0
21972,1,0,17,500.0,2,7,4.1
15713,0,0,18,100.0,4,8,3.4
13320,1,1,17,1300.0,6,5,4.0
1568,0,0,17,700.0,2,4,3.1
13082,1,1,17,1000.0,4,4,4.0
37879,1,0,17,250.0,2,10,3.1
2663,1,0,17,300.0,2,8,4.1
6015,1,0,10,500.0,4,8,3.1
18513,1,0,7,300.0,3,7,4.3
40345,0,0,17,300.0,4,8,3.9
50262,1,1,17,1700.0,2,10,4.4
20856,1,0,17,500.0,2,8,3.3
36698,1,1,17,1000.0,4,4,4.4
43415,0,0,4,550.0,4,4,4.0
22344,1,0,17,300.0,2,8,3.8
25706,0,0,17,400.0,2,8,3.1
2705,1,0,17,400.0,2,8,3.7
50504,1,0,17,750.0,2,4,3.3
41332,0,0,17,350.0,2,8,3.2
1034,1,0,17,550.0,2,4,3.6
21804,1,0,17,500.0,1,3,2.7
38691,0,0,17,2000.0,4,10,4.0
48946,1,0,14,300.0,2,8,2.9
37940,1,0,17,700.0,2,4,2.6
6763,0,0,11,2000.0,0,10,3.9
27536,0,0,17,500.0,2,6,3.6
50455,1,1,17,1000.0,2,10,3.9
11322,1,0,14,300.0,4,8,3.7
50785,1,0,17,800.0,2,4,3.8
23769,1,0,17,250.0,4,8,3.6
37633,1,1,17,1200.0,6,1,3.9
42329,1,0,17,150.0,2,8,3.5
28082,1,0,17,250.0,2,8,3.8
46098,0,0,17,1800.0,6,1,3.9
43430,0,0,17,1800.0,4,5,3.5
5186,1,0,17,350.0,2,8,3.1
44020,1,0,15,300.0,2,8,4.1
38259,0,0,19,600.0,2,4,4.1
30831,1,0,17,500.0,2,8,3.9
40905,1,0,17,500.0,2,8,3.9
25909,0,0,12,400.0,3,7,4.4
12393,1,0,8,450.0,3,10,4.4
4822,1,1,17,700.0,4,4,4.5
18257,0,0,17,150.0,2,8,3.3
1260,1,0,15,450.0,2,4,3.0
1356,1,0,17,300.0,2,8,3.9
35139,1,0,17,400.0,2,2,4.2
16194,1,0,17,400.0,2,8,3.6
47558,1,0,0,150.0,2,0,3.4
33513,0,0,17,300.0,2,8,3.5
45754,1,0,17,300.0,4,8,4.1
11080,1,0,17,350.0,4,10,4.0
34451,1,0,17,750.0,4,4,3.1
38554,1,0,17,500.0,3,3,4.1
44429,1,0,17,500.0,4,4,4.2
23696,1,0,17,300.0,4,8,3.8
1174,1,0,17,350.0,2,8,3.5
48920,1,0,20,300.0,2,8,4.0
7046,1,1,17,700.0,2,4,4.0
7041,1,1,17,1000.0,2,4,4.6
6660,1,1,17,1300.0,5,10,4.7
48776,0,0,18,1500.0,5,5,4.5
19622,1,0,15,650.0,2,4,3.9
42465,1,0,17,250.0,2,8,3.9
3317,1,0,17,650.0,4,4,3.8
30397,0,0,17,300.0,2,10,4.1
12864,0,0,15,600.0,4,4,4.1
42501,1,0,14,300.0,2,8,3.4
6250,1,0,17,700.0,4,4,2.6
34368,0,0,17,150.0,4,10,3.3
27375,1,0,15,400.0,2,8,3.5
9426,1,0,17,250.0,2,10,3.2
32546,1,0,17,1200.0,2,5,3.7
46045,1,0,17,600.0,4,8,3.2
41494,1,0,1,400.0,3,0,2.9
43207,0,0,4,2500.0,4,10,4.1
46530,0,0,17,100.0,2,8,4.1
24997,1,0,17,800.0,4,4,3.7
15161,0,0,17,700.0,2,9,3.8
31221,0,0,17,400.0,4,10,3.5
14991,1,0,17,800.0,2,4,3.9
46381,1,1,17,800.0,2,5,3.1
38456,0,0,17,1250.0,3,7,4.5
44930,1,0,17,400.0,2,8,4.0
23685,1,0,17,300.0,4,8,3.5
26272,0,0,17,500.0,4,8,3.9
43458,0,0,17,2200.0,4,1,3.5
19630,1,0,17,500.0,2,7,4.1
9282,1,0,15,300.0,2,8,3.4
19395,0,1,17,1600.0,0,4,4.7
3062,0,1,17,1000.0,2,4,3.8
12254,1,0,18,300.0,2,8,3.2
31988,1,1,17,1200.0,5,10,4.1
28964,1,0,17,700.0,4,4,2.8
40976,1,0,0,250.0,2,0,3.3
29719,1,0,17,800.0,2,4,3.4
21798,0,0,3,300.0,1,3,3.8
28641,0,0,17,900.0,4,4,3.3
48976,1,0,17,400.0,2,8,3.5
29289,1,1,14,600.0,0,4,4.0
5347,1,0,17,600.0,2,6,2.8
30856,1,0,17,250.0,2,8,3.1
43138,0,0,1,300.0,3,0,3.9
26670,1,0,17,150.0,2,2,4.1
42854,0,1,17,2100.0,2,5,4.1
33721,1,0,1,300.0,3,0,3.8
24683,1,0,17,1000.0,4,4,4.2
24242,1,1,17,800.0,2,10,4.3
676,0,0,17,350.0,4,8,3.8
584,1,0,17,700.0,4,3,3.8
2073,0,0,17,300.0,4,10,3.8
30994,0,0,1,300.0,3,0,3.6
36909,0,0,17,150.0,4,10,3.3
41840,1,0,5,500.0,4,10,3.6
3146,0,0,12,200.0,2,7,2.9
49997,0,0,17,500.0,4,10,3.6
5214,1,0,17,500.0,2,8,3.0
17927,1,0,7,300.0,2,7,3.8
1132,1,0,17,300.0,2,8,3.8
11368,0,0,17,200.0,4,8,3.4
36255,0,0,15,200.0,2,6,3.6
35506,1,0,17,250.0,2,8,2.9
2650,1,1,14,1600.0,2,10,4.2
39591,1,0,15,350.0,2,8,3.6
5729,0,0,17,200.0,2,10,3.6
35539,1,0,17,450.0,2,3,4.4
4970,0,1,17,1500.0,6,10,4.7
4228,1,0,1,400.0,2,0,2.9
25973,0,0,12,200.0,3,7,3.4
19714,1,1,17,800.0,2,4,4.5
36832,0,0,14,150.0,4,10,4.1
12816,0,0,17,800.0,4,3,3.6
5299,1,0,17,800.0,2,4,3.4
34737,1,1,17,600.0,0,10,4.4
43780,1,0,14,300.0,4,8,3.2
29529,1,0,5,600.0,2,4,4.0
48919,1,0,17,400.0,2,8,3.5
51600,0,0,14,300.0,4,8,3.2
2266,1,1,17,1300.0,4,4,4.0
37607,1,1,17,1500.0,6,5,4.5
31723,0,0,17,700.0,4,4,3.8
51220,1,0,4,300.0,4,10,3.3
24009,1,0,17,600.0,2,8,3.2
25970,0,0,1,500.0,3,0,3.5
1524,1,0,17,300.0,2,2,3.4
6498,0,0,17,150.0,4,8,3.0
16569,1,0,0,400.0,2,0,3.2
18657,0,1,17,1300.0,4,5,4.1
8999,1,0,5,600.0,2,4,3.9
23858,1,0,17,750.0,0,4,4.0
28596,1,0,17,250.0,4,10,3.5
36668,0,0,17,900.0,4,10,4.7
50947,1,0,9,300.0,3,7,4.1
35857,1,0,14,500.0,2,4,3.8
42144,1,1,17,1300.0,5,10,4.4
19935,1,0,10,200.0,2,8,2.7
49755,0,0,15,500.0,4,8,3.0
25154,0,0,17,700.0,5,1,3.0
16866,1,0,9,500.0,3,7,3.8
34573,0,0,20,300.0,4,8,3.0
34949,1,0,20,350.0,2,4,3.8
20893,1,0,17,150.0,3,10,4.1
12269,1,0,17,500.0,2,4,3.6
19205,1,0,17,300.0,4,8,3.7
23194,1,0,5,700.0,4,4,4.1
45124,1,0,17,300.0,2,8,3.5
48894,1,0,17,500.0,2,6,4.4
26150,1,1,17,700.0,4,4,4.0
1870,1,0,0,450.0,3,10,3.6
38619,0,0,17,700.0,4,4,4.2
16276,1,0,17,200.0,2,8,3.8
32351,1,0,18,200.0,2,8,4.2
10889,0,1,17,1500.0,4,10,4.4
4353,1,0,17,450.0,2,6,3.6
23365,1,0,17,300.0,4,8,3.3
15876,1,0,17,350.0,2,6,3.2
35264,1,0,17,150.0,2,2,3.3
44345,0,0,17,200.0,2,8,3.5
41139,1,1,15,900.0,2,4,4.0
11832,1,0,1,300.0,2,0,3.7
33115,1,0,13,200.0,2,10,3.8
39767,0,0,17,900.0,2,10,3.1
20984,1,0,17,200.0,3,7,3.7
24935,1,0,17,100.0,4,8,2.9
15891,1,1,17,750.0,2,4,3.4
37867,1,0,17,150.0,2,8,4.2
6003,1,0,17,200.0,4,8,3.8
32909,1,0,17,300.0,2,2,3.5
10849,1,0,17,300.0,4,8,3.6
30103,1,0,0,150.0,2,7,4.0
954,1,0,17,300.0,2,8,4.1
22303,1,0,17,300.0,2,8,3.4
17356,1,0,14,300.0,4,8,2.8
27577,1,1,17,800.0,2,4,3.9
19218,0,0,17,350.0,4,8,3.5
38840,0,0,15,1000.0,4,4,3.0
38643,0,1,17,2500.0,4,5,4.3
15797,1,1,17,900.0,0,4,3.2
3361,0,0,17,250.0,4,8,4.2
19741,1,0,7,400.0,2,7,4.8
9674,0,0,2,150.0,2,8,3.6
27484,1,0,17,1000.0,2,4,4.3
2782,1,0,17,600.0,2,10,4.4
9032,0,0,17,300.0,2,8,3.8
35599,1,1,17,1200.0,2,4,4.1
11955,0,0,17,400.0,2,8,3.9
8803,1,0,14,300.0,2,8,4.0
29105,1,1,17,300.0,4,3,3.7
39934,0,0,17,300.0,2,8,3.0
43564,1,0,17,350.0,4,8,3.2
8734,1,0,17,700.0,2,4,3.8
47686,1,0,17,100.0,2,8,3.4
5625,1,0,14,300.0,2,6,3.6
21470,1,0,6,600.0,4,4,2.7
8599,1,0,17,750.0,2,4,4.0
33834,1,0,20,700.0,4,4,3.4
48593,1,0,17,700.0,4,4,4.0
6184,0,1,17,2800.0,4,10,4.1
20541,0,0,17,500.0,2,4,4.0
46503,0,0,17,200.0,2,7,3.3
14348,1,0,17,600.0,4,8,3.8
48994,1,1,17,700.0,2,4,3.5
10982,1,1,17,1200.0,4,10,4.1
14910,1,0,17,450.0,2,10,3.9
41180,1,0,17,450.0,2,4,2.8
21084,1,1,15,900.0,4,4,4.2
12631,1,1,17,1000.0,4,4,4.4
29070,0,0,17,600.0,4,4,3.7
49118,1,0,17,500.0,2,4,2.9
22274,1,0,17,400.0,2,3,3.9
50385,1,0,17,300.0,2,8,3.8
27978,0,0,16,400.0,2,8,3.4
20800,0,0,2,200.0,2,8,3.5
11231,1,0,14,400.0,4,8,4.1
778,0,0,17,550.0,4,10,3.8
8529,1,0,20,300.0,2,8,3.8
33963,1,1,17,1200.0,4,1,4.3
5056,1,0,17,700.0,1,3,4.1
28334,1,1,17,750.0,4,4,3.7
1740,0,0,17,200.0,2,8,3.2
31522,0,0,17,300.0,4,8,2.7
